Order_ID,Order_Date,Region,Product_ID,Product,Category,Order_Value,Quantity
ORD780554,2025-11-19,West,P003,Headphones,Electronics,1372,8
ORD780555,2025-08-05,North,P009,Sofa,Home & Living,2204,1
ORD780556,2025-09-23,North,P008,Jacket,Apparel,928,8
ORD780557,2025-07-10,East,P001,Laptop,Electronics,1964,9
ORD780558,2025-09-25,North,P014,Shampoo,Health & Beauty,1037,1
ORD780559,2025-02-04,East,P001,Laptop,Electronics,1654,2
ORD780560,2025-03-09,East,P003,Headphones,Electronics,1611,1
ORD780561,2025-04-16,North,P009,Sofa,Home & Living,506,4
ORD780562,2025-04-29,North,P015,Other Product,Others,2362,6
ORD780563,2025-11-28,North,P003,Headphones,Electronics,1730,8
ORD780564,2025-08-28,South,P005,Keyboard,Electronics,159,6
ORD780565,2025-04-23,South,P005,Keyboard,Electronics,1830,4
ORD780566,2025-07-19,South,P006,T-Shirt,Apparel,1180,4
ORD780567,2025-03-13,West,P010,Dining Table,Home & Living,1555,3
ORD780568,2025-07-01,South,P001,Laptop,Electronics,1031,6
ORD780569,2025-03-04,North,P010,Dining Table,Home & Living,669,8
ORD780570,2025-04-25,North,P010,Dining Table,Home & Living,915,2
ORD780571,2025-01-04,South,P014,Shampoo,Health & Beauty,1809,1
ORD780572,2025-07-26,South,P007,Jeans,Apparel,2340,3
ORD780573,2025-05-07,West,P012,Engine Oil,Automotive,812,3
ORD780574,2025-09-06,South,P011,Car Seat,Automotive,1382,4
ORD780575,2025-04-07,North,P007,Jeans,Apparel,1267,3
ORD780576,2025-01-06,West,P003,Headphones,Electronics,613,2
ORD780577,2025-05-22,North,P002,Smartphone,Electronics,2436,8
ORD780578,2025-02-19,North,P002,Smartphone,Electronics,2019,9
ORD780579,2025-10-06,North,P007,Jeans,Apparel,361,2
ORD780580,2025-12-14,North,P010,Dining Table,Home & Living,1563,7
ORD780581,2025-09-15,North,P003,Headphones,Electronics,1016,8
ORD780582,2025-06-13,North,P012,Engine Oil,Automotive,1368,3
ORD780583,2025-04-23,North,P012,Engine Oil,Automotive,789,4
ORD780584,2025-04-30,North,P006,T-Shirt,Apparel,1908,9
ORD780585,2025-05-18,South,P002,Smartphone,Electronics,1512,5
ORD780586,2025-01-01,North,P002,Smartphone,Electronics,1913,6
ORD780587,2025-09-15,East,P002,Smartphone,Electronics,376,9
ORD780588,2025-08-10,West,P004,Monitor,Electronics,2002,3
ORD780589,2025-11-26,North,P004,Monitor,Electronics,220,1
ORD780590,2025-04-05,South,P013,Face Cream,Health & Beauty,874,2
ORD780591,2025-05-29,North,P002,Smartphone,Electronics,1037,7
ORD780592,2025-08-26,West,P011,Car Seat,Automotive,319,7
ORD780593,2025-01-12,South,P013,Face Cream,Health & Beauty,1089,4
ORD780594,2025-05-10,West,P001,Laptop,Electronics,2399,4
ORD780595,2025-10-10,North,P013,Face Cream,Health & Beauty,175,5
ORD780596,2025-07-11,South,P015,Other Product,Others,1572,1
ORD780597,2025-12-06,North,P013,Face Cream,Health & Beauty,216,7
ORD780598,2025-03-24,South,P006,T-Shirt,Apparel,957,7
ORD780599,2025-03-05,West,P003,Headphones,Electronics,1048,8
ORD780600,2025-03-22,West,P004,Monitor,Electronics,2380,1
ORD780601,2025-03-18,South,P011,Car Seat,Automotive,2089,5
ORD780602,2025-07-30,East,P014,Shampoo,Health & Beauty,1386,9
ORD780603,2025-04-21,West,P001,Laptop,Electronics,982,6
ORD780604,2025-06-12,East,P014,Shampoo,Health & Beauty,181,4
ORD780605,2025-09-27,West,P007,Jeans,Apparel,407,5
ORD780606,2025-05-11,South,P015,Other Product,Others,292,1
ORD780607,2025-06-08,West,P001,Laptop,Electronics,1035,4
ORD780608,2025-02-06,East,P011,Car Seat,Automotive,1602,3
ORD780609,2025-06-18,East,P005,Keyboard,Electronics,2288,8
ORD780610,2025-10-20,West,P007,Jeans,Apparel,929,3
ORD780611,2025-11-17,North,P013,Face Cream,Health & Beauty,2045,6
ORD780612,2025-05-19,West,P008,Jacket,Apparel,1066,2
ORD780613,2025-05-05,East,P012,Engine Oil,Automotive,291,1
ORD780614,2025-05-29,West,P011,Car Seat,Automotive,916,6
ORD780615,2025-09-25,South,P008,Jacket,Apparel,2277,5
ORD780616,2025-01-03,South,P012,Engine Oil,Automotive,331,9
ORD780617,2025-08-26,West,P005,Keyboard,Electronics,2096,1
ORD780618,2025-12-19,West,P003,Headphones,Electronics,897,2
ORD780619,2025-04-06,West,P006,T-Shirt,Apparel,1186,5
ORD780620,2025-07-23,North,P008,Jacket,Apparel,1798,7
ORD780621,2025-07-23,South,P011,Car Seat,Automotive,138,5
ORD780622,2025-03-20,North,P001,Laptop,Electronics,1587,7
ORD780623,2025-06-22,North,P012,Engine Oil,Automotive,428,8
ORD780624,2025-08-10,South,P015,Other Product,Others,1600,7
ORD780625,2025-09-11,North,P008,Jacket,Apparel,398,5
ORD780626,2025-02-14,East,P003,Headphones,Electronics,441,7
ORD780627,2025-03-27,East,P010,Dining Table,Home & Living,938,9
ORD780628,2025-05-11,South,P013,Face Cream,Health & Beauty,2176,7
ORD780629,2025-07-04,South,P003,Headphones,Electronics,1802,6
ORD780630,2025-07-01,South,P009,Sofa,Home & Living,1660,2
ORD780631,2025-02-23,North,P003,Headphones,Electronics,285,3
ORD780632,2025-12-23,South,P006,T-Shirt,Apparel,2035,1
ORD780633,2025-12-01,West,P008,Jacket,Apparel,1142,2
ORD780634,2025-04-10,East,P004,Monitor,Electronics,619,6
ORD780635,2025-11-05,South,P007,Jeans,Apparel,1694,9
ORD780636,2025-07-16,South,P005,Keyboard,Electronics,457,1
ORD780637,2025-09-11,East,P010,Dining Table,Home & Living,2008,4
ORD780638,2025-01-09,North,P004,Monitor,Electronics,2316,9
ORD780639,2025-08-15,North,P006,T-Shirt,Apparel,1518,7
ORD780640,2025-07-07,East,P001,Laptop,Electronics,2446,8
ORD780641,2025-05-23,South,P004,Monitor,Electronics,2391,7
ORD780642,2025-12-20,West,P007,Jeans,Apparel,100,1
ORD780643,2025-01-10,West,P001,Laptop,Electronics,1720,9
ORD780644,2025-09-22,East,P012,Engine Oil,Automotive,2431,8
ORD780645,2025-12-21,West,P013,Face Cream,Health & Beauty,1150,2
ORD780646,2025-11-28,East,P008,Jacket,Apparel,2350,8
ORD780647,2025-03-06,North,P011,Car Seat,Automotive,1695,6
ORD780648,2025-05-23,West,P012,Engine Oil,Automotive,505,2
ORD780649,2025-10-20,South,P015,Other Product,Others,2147,6
ORD780650,2025-05-30,North,P002,Smartphone,Electronics,2475,2
ORD780651,2025-05-04,East,P004,Monitor,Electronics,1234,7
ORD780652,2025-03-15,East,P008,Jacket,Apparel,1519,3
ORD780653,2025-08-11,South,P008,Jacket,Apparel,913,4
ORD780654,2025-04-23,West,P012,Engine Oil,Automotive,2455,7
ORD780655,2025-04-29,South,P004,Monitor,Electronics,1722,6
ORD780656,2025-06-21,North,P015,Other Product,Others,647,2
ORD780657,2025-07-04,North,P015,Other Product,Others,1231,9
ORD780658,2025-02-14,North,P005,Keyboard,Electronics,574,4
ORD780659,2025-06-26,East,P003,Headphones,Electronics,1301,3
ORD780660,2025-10-04,East,P003,Headphones,Electronics,912,8
ORD780661,2025-07-20,North,P008,Jacket,Apparel,1133,6
ORD780662,2025-11-08,South,P001,Laptop,Electronics,1697,1
ORD780663,2025-12-22,South,P010,Dining Table,Home & Living,819,4
ORD780664,2025-03-22,North,P012,Engine Oil,Automotive,2311,9
ORD780665,2025-01-23,West,P012,Engine Oil,Automotive,1283,1
ORD780666,2025-03-11,South,P005,Keyboard,Electronics,1368,2
ORD780667,2025-07-28,South,P004,Monitor,Electronics,2038,8
ORD780668,2025-04-19,West,P011,Car Seat,Automotive,1009,9
ORD780669,2025-10-24,East,P007,Jeans,Apparel,381,5
ORD780670,2025-10-22,West,P015,Other Product,Others,1873,6
ORD780671,2025-06-11,North,P011,Car Seat,Automotive,2186,7
ORD780672,2025-04-18,West,P004,Monitor,Electronics,303,6
ORD780673,2025-11-13,West,P007,Jeans,Apparel,1954,5
ORD780674,2025-07-11,West,P005,Keyboard,Electronics,1054,6
ORD780675,2025-05-01,East,P015,Other Product,Others,1718,2
ORD780676,2025-10-26,East,P001,Laptop,Electronics,2235,5
ORD780677,2025-08-20,South,P013,Face Cream,Health & Beauty,1087,2
ORD780678,2025-08-12,North,P015,Other Product,Others,1594,8
ORD780679,2025-11-07,South,P005,Keyboard,Electronics,1875,7
ORD780680,2025-01-18,West,P005,Keyboard,Electronics,1325,6
ORD780681,2025-12-03,South,P007,Jeans,Apparel,1888,1
ORD780682,2025-10-09,North,P001,Laptop,Electronics,911,8
ORD780683,2025-05-12,East,P005,Keyboard,Electronics,1749,9
ORD780684,2025-10-21,North,P009,Sofa,Home & Living,1491,9
ORD780685,2025-08-03,East,P009,Sofa,Home & Living,610,6
ORD780686,2025-10-09,South,P008,Jacket,Apparel,865,1
ORD780687,2025-05-26,West,P002,Smartphone,Electronics,1632,4
ORD780688,2025-11-16,North,P014,Shampoo,Health & Beauty,823,8
ORD780689,2025-08-29,North,P003,Headphones,Electronics,819,7
ORD780690,2025-12-14,South,P004,Monitor,Electronics,910,5
ORD780691,2025-08-05,West,P006,T-Shirt,Apparel,629,6
ORD780692,2025-08-20,West,P003,Headphones,Electronics,1796,9
ORD780693,2025-01-25,South,P012,Engine Oil,Automotive,2280,5
ORD780694,2025-09-22,West,P009,Sofa,Home & Living,1004,9
ORD780695,2025-08-28,North,P012,Engine Oil,Automotive,1320,1
ORD780696,2025-07-20,West,P008,Jacket,Apparel,2288,3
ORD780697,2025-01-11,North,P013,Face Cream,Health & Beauty,404,3
ORD780698,2025-06-06,East,P008,Jacket,Apparel,1096,9
ORD780699,2025-05-10,East,P001,Laptop,Electronics,1101,6
ORD780700,2025-10-25,East,P009,Sofa,Home & Living,2277,4
ORD780701,2025-08-08,West,P001,Laptop,Electronics,1802,2
ORD780702,2025-09-27,North,P014,Shampoo,Health & Beauty,506,8
ORD780703,2025-05-20,West,P006,T-Shirt,Apparel,1228,4
ORD780704,2025-04-18,West,P008,Jacket,Apparel,604,9
ORD780705,2025-10-06,West,P005,Keyboard,Electronics,401,3
ORD780706,2025-12-12,East,P007,Jeans,Apparel,1407,3
ORD780707,2025-07-14,North,P001,Laptop,Electronics,616,4
ORD780708,2025-01-09,South,P006,T-Shirt,Apparel,235,2
ORD780709,2025-04-04,North,P003,Headphones,Electronics,513,9
ORD780710,2025-03-13,South,P002,Smartphone,Electronics,2109,2
ORD780711,2025-01-29,North,P006,T-Shirt,Apparel,124,4
ORD780712,2025-08-01,East,P007,Jeans,Apparel,449,6
ORD780713,2025-10-19,South,P012,Engine Oil,Automotive,302,9
ORD780714,2025-11-09,West,P013,Face Cream,Health & Beauty,1822,1
ORD780715,2025-06-26,South,P004,Monitor,Electronics,1633,6
ORD780716,2025-11-19,North,P014,Shampoo,Health & Beauty,1947,2
ORD780717,2025-02-16,West,P001,Laptop,Electronics,170,1
ORD780718,2025-02-05,South,P003,Headphones,Electronics,459,4
ORD780719,2025-07-09,West,P008,Jacket,Apparel,197,7
ORD780720,2025-02-10,East,P014,Shampoo,Health & Beauty,1099,5
ORD780721,2025-10-26,South,P006,T-Shirt,Apparel,1720,3
ORD780722,2025-04-12,North,P013,Face Cream,Health & Beauty,2274,9
ORD780723,2025-06-06,East,P004,Monitor,Electronics,568,8
ORD780724,2025-05-16,West,P004,Monitor,Electronics,1003,3
ORD780725,2025-03-03,East,P009,Sofa,Home & Living,1311,3
ORD780726,2025-03-28,South,P009,Sofa,Home & Living,2425,5
ORD780727,2025-08-09,West,P012,Engine Oil,Automotive,1872,1
ORD780728,2025-02-10,North,P008,Jacket,Apparel,443,6
ORD780729,2025-03-20,North,P006,T-Shirt,Apparel,364,8
ORD780730,2025-02-15,East,P010,Dining Table,Home & Living,593,4
ORD780731,2025-07-14,West,P015,Other Product,Others,1564,2
ORD780732,2025-01-25,West,P004,Monitor,Electronics,1348,9
ORD780733,2025-06-11,West,P014,Shampoo,Health & Beauty,1284,3
ORD780734,2025-10-15,South,P009,Sofa,Home & Living,1790,5
ORD780735,2025-10-26,South,P008,Jacket,Apparel,595,6
ORD780736,2025-01-27,South,P001,Laptop,Electronics,1305,2
ORD780737,2025-05-10,North,P014,Shampoo,Health & Beauty,2237,7
ORD780738,2025-07-03,East,P001,Laptop,Electronics,490,5
ORD780739,2025-09-14,South,P005,Keyboard,Electronics,1637,9
ORD780740,2025-11-11,West,P012,Engine Oil,Automotive,2412,4
ORD780741,2025-07-26,North,P015,Other Product,Others,1833,3
ORD780742,2025-04-06,North,P005,Keyboard,Electronics,2279,9
ORD780743,2025-10-20,East,P006,T-Shirt,Apparel,1950,3
ORD780744,2025-06-14,West,P008,Jacket,Apparel,2018,5
ORD780745,2025-05-07,South,P006,T-Shirt,Apparel,497,5
ORD780746,2025-04-15,North,P010,Dining Table,Home & Living,1298,5
ORD780747,2025-08-09,North,P008,Jacket,Apparel,1683,4
ORD780748,2025-11-26,West,P005,Keyboard,Electronics,1277,1
ORD780749,2025-02-20,North,P006,T-Shirt,Apparel,2188,8
ORD780750,2025-11-21,North,P004,Monitor,Electronics,1479,6
ORD780751,2025-01-13,North,P013,Face Cream,Health & Beauty,1998,2
ORD780752,2025-10-16,East,P008,Jacket,Apparel,158,6
ORD780753,2025-03-15,South,P009,Sofa,Home & Living,1593,5
ORD780754,2025-03-11,South,P006,T-Shirt,Apparel,2392,9
ORD780755,2025-04-15,East,P001,Laptop,Electronics,1548,7
ORD780756,2025-01-08,West,P009,Sofa,Home & Living,1356,6
ORD780757,2025-11-03,South,P001,Laptop,Electronics,2013,7
ORD780758,2025-02-08,West,P010,Dining Table,Home & Living,1132,3
ORD780759,2025-02-16,East,P011,Car Seat,Automotive,841,5
ORD780760,2025-07-21,East,P006,T-Shirt,Apparel,1642,4
ORD780761,2025-12-30,South,P005,Keyboard,Electronics,505,3
ORD780762,2025-05-04,West,P008,Jacket,Apparel,861,2
ORD780763,2025-05-07,South,P010,Dining Table,Home & Living,2102,9
ORD780764,2025-01-24,North,P001,Laptop,Electronics,631,4
ORD780765,2025-09-25,North,P010,Dining Table,Home & Living,1787,4
ORD780766,2025-07-27,North,P013,Face Cream,Health & Beauty,1847,4
ORD780767,2025-10-15,South,P013,Face Cream,Health & Beauty,635,3
ORD780768,2025-09-02,East,P001,Laptop,Electronics,2157,3
ORD780769,2025-11-13,North,P003,Headphones,Electronics,2085,7
ORD780770,2025-07-24,East,P001,Laptop,Electronics,1439,7
ORD780771,2025-10-30,South,P014,Shampoo,Health & Beauty,1771,2
ORD780772,2025-05-07,South,P006,T-Shirt,Apparel,604,9
ORD780773,2025-01-20,West,P014,Shampoo,Health & Beauty,1262,6
ORD780774,2025-12-02,East,P007,Jeans,Apparel,1254,6
ORD780775,2025-01-07,West,P004,Monitor,Electronics,763,2
ORD780776,2025-10-03,West,P007,Jeans,Apparel,2287,8
ORD780777,2025-05-10,South,P009,Sofa,Home & Living,638,8
ORD780778,2025-08-21,East,P010,Dining Table,Home & Living,1498,7
ORD780779,2025-05-21,South,P012,Engine Oil,Automotive,2073,7
ORD780780,2025-09-12,West,P004,Monitor,Electronics,285,5
ORD780781,2025-03-16,South,P002,Smartphone,Electronics,244,3
ORD780782,2025-05-28,North,P011,Car Seat,Automotive,250,4
ORD780783,2025-08-06,West,P008,Jacket,Apparel,659,1
ORD780784,2025-11-18,North,P013,Face Cream,Health & Beauty,411,4
ORD780785,2025-10-27,South,P007,Jeans,Apparel,1545,5
ORD780786,2025-10-28,East,P011,Car Seat,Automotive,541,1
ORD780787,2025-10-31,North,P010,Dining Table,Home & Living,1765,3
ORD780788,2025-10-15,East,P012,Engine Oil,Automotive,1034,8
ORD780789,2025-11-28,North,P012,Engine Oil,Automotive,751,6
ORD780790,2025-03-21,North,P001,Laptop,Electronics,130,4
ORD780791,2025-02-11,North,P002,Smartphone,Electronics,339,3
ORD780792,2025-03-24,North,P002,Smartphone,Electronics,2255,3
ORD780793,2025-06-26,West,P001,Laptop,Electronics,813,8
ORD780794,2025-10-26,West,P006,T-Shirt,Apparel,1045,9
ORD780795,2025-07-09,West,P002,Smartphone,Electronics,1857,1
ORD780796,2025-06-29,West,P009,Sofa,Home & Living,1163,4
ORD780797,2025-08-20,East,P010,Dining Table,Home & Living,1920,3
ORD780798,2025-02-04,South,P004,Monitor,Electronics,1472,6
ORD780799,2025-07-29,North,P003,Headphones,Electronics,1529,5
ORD780800,2025-04-17,South,P010,Dining Table,Home & Living,2269,1
ORD780801,2025-05-29,West,P015,Other Product,Others,243,8
ORD780802,2025-06-19,East,P014,Shampoo,Health & Beauty,1308,6
ORD780803,2025-08-02,South,P003,Headphones,Electronics,763,3
ORD780804,2025-12-13,West,P008,Jacket,Apparel,263,8
ORD780805,2025-08-07,West,P013,Face Cream,Health & Beauty,2367,8
ORD780806,2025-02-20,West,P011,Car Seat,Automotive,1310,6
ORD780807,2025-05-21,East,P010,Dining Table,Home & Living,563,5
ORD780808,2025-02-04,East,P011,Car Seat,Automotive,1414,4
ORD780809,2025-03-17,North,P011,Car Seat,Automotive,2213,5
ORD780810,2025-03-22,South,P009,Sofa,Home & Living,715,3
ORD780811,2025-09-11,South,P001,Laptop,Electronics,1769,3
ORD780812,2025-08-19,South,P010,Dining Table,Home & Living,1618,9
ORD780813,2025-10-07,South,P012,Engine Oil,Automotive,989,9
ORD780814,2025-12-20,North,P008,Jacket,Apparel,1675,4
ORD780815,2025-05-03,South,P004,Monitor,Electronics,2142,1
ORD780816,2025-12-14,North,P003,Headphones,Electronics,1220,1
ORD780817,2025-02-07,North,P004,Monitor,Electronics,290,2
ORD780818,2025-10-06,South,P009,Sofa,Home & Living,1841,2
ORD780819,2025-03-30,North,P015,Other Product,Others,2028,4
ORD780820,2025-08-27,North,P001,Laptop,Electronics,459,6
ORD780821,2025-07-26,East,P008,Jacket,Apparel,1487,7
ORD780822,2025-03-22,West,P002,Smartphone,Electronics,2490,7
ORD780823,2025-03-29,East,P001,Laptop,Electronics,1671,6
ORD780824,2025-02-04,North,P007,Jeans,Apparel,442,8
ORD780825,2025-07-12,South,P006,T-Shirt,Apparel,1780,3
ORD780826,2025-01-09,West,P007,Jeans,Apparel,287,8
ORD780827,2025-06-15,North,P006,T-Shirt,Apparel,1380,2
ORD780828,2025-03-18,West,P006,T-Shirt,Apparel,1937,8
ORD780829,2025-02-17,North,P002,Smartphone,Electronics,1649,5
ORD780830,2025-11-01,West,P014,Shampoo,Health & Beauty,153,4
ORD780831,2025-01-04,West,P009,Sofa,Home & Living,858,1
ORD780832,2025-06-18,South,P008,Jacket,Apparel,602,2
ORD780833,2025-02-25,North,P005,Keyboard,Electronics,2263,3
ORD780834,2025-08-19,West,P009,Sofa,Home & Living,1017,5
ORD780835,2025-06-11,East,P010,Dining Table,Home & Living,1358,8
ORD780836,2025-11-13,North,P009,Sofa,Home & Living,563,1
ORD780837,2025-02-05,East,P011,Car Seat,Automotive,897,2
ORD780838,2025-05-19,West,P014,Shampoo,Health & Beauty,1215,2
ORD780839,2025-01-13,South,P001,Laptop,Electronics,637,6
ORD780840,2025-11-10,South,P001,Laptop,Electronics,1954,6
ORD780841,2025-05-25,South,P009,Sofa,Home & Living,1339,6
ORD780842,2025-04-15,North,P012,Engine Oil,Automotive,2352,7
ORD780843,2025-04-19,South,P003,Headphones,Electronics,319,4
ORD780844,2025-10-16,North,P010,Dining Table,Home & Living,1738,3
ORD780845,2025-09-20,South,P005,Keyboard,Electronics,1332,9
ORD780846,2025-01-03,West,P009,Sofa,Home & Living,1804,9
ORD780847,2025-11-29,North,P011,Car Seat,Automotive,1461,5
ORD780848,2025-09-01,West,P013,Face Cream,Health & Beauty,1662,3
ORD780849,2025-05-10,East,P012,Engine Oil,Automotive,914,6
ORD780850,2025-01-15,South,P007,Jeans,Apparel,745,4
ORD780851,2025-12-10,East,P004,Monitor,Electronics,905,9
ORD780852,2025-01-13,South,P003,Headphones,Electronics,993,1
ORD780853,2025-04-02,North,P002,Smartphone,Electronics,1144,7
ORD780854,2025-10-18,South,P008,Jacket,Apparel,1336,7
ORD780855,2025-10-08,West,P007,Jeans,Apparel,2064,5
ORD780856,2025-07-16,South,P004,Monitor,Electronics,488,3
ORD780857,2025-08-05,West,P015,Other Product,Others,2117,3
ORD780858,2025-02-19,South,P013,Face Cream,Health & Beauty,565,6
ORD780859,2025-07-28,North,P014,Shampoo,Health & Beauty,1536,1
ORD780860,2025-09-12,North,P004,Monitor,Electronics,1950,8
ORD780861,2025-10-09,North,P015,Other Product,Others,395,4
ORD780862,2025-04-01,South,P002,Smartphone,Electronics,901,1
ORD780863,2025-10-12,South,P011,Car Seat,Automotive,426,7
ORD780864,2025-10-26,South,P007,Jeans,Apparel,1644,2
ORD780865,2025-01-31,South,P013,Face Cream,Health & Beauty,1222,1
ORD780866,2025-05-04,East,P013,Face Cream,Health & Beauty,2286,5
ORD780867,2025-02-25,West,P003,Headphones,Electronics,178,3
ORD780868,2025-10-31,North,P002,Smartphone,Electronics,2005,2
ORD780869,2025-11-29,North,P011,Car Seat,Automotive,2267,9
ORD780870,2025-12-23,West,P011,Car Seat,Automotive,895,3
ORD780871,2025-08-04,South,P008,Jacket,Apparel,2381,2
ORD780872,2025-06-24,East,P013,Face Cream,Health & Beauty,1359,3
ORD780873,2025-02-01,West,P001,Laptop,Electronics,908,8
ORD780874,2025-12-15,West,P004,Monitor,Electronics,636,4
ORD780875,2025-10-19,West,P002,Smartphone,Electronics,1193,1
ORD780876,2025-08-03,South,P009,Sofa,Home & Living,2165,9
ORD780877,2025-12-28,North,P013,Face Cream,Health & Beauty,417,5
ORD780878,2025-11-13,North,P004,Monitor,Electronics,693,9
ORD780879,2025-05-01,North,P003,Headphones,Electronics,2332,3
ORD780880,2025-01-01,East,P003,Headphones,Electronics,333,3
ORD780881,2025-12-31,East,P005,Keyboard,Electronics,428,7
ORD780882,2025-03-24,North,P007,Jeans,Apparel,111,1
ORD780883,2025-04-05,West,P015,Other Product,Others,1109,7
ORD780884,2025-09-22,South,P006,T-Shirt,Apparel,1678,3
ORD780885,2025-01-12,South,P005,Keyboard,Electronics,1142,1
ORD780886,2025-04-01,East,P005,Keyboard,Electronics,1348,7
ORD780887,2025-09-24,West,P011,Car Seat,Automotive,819,9
ORD780888,2025-09-19,West,P007,Jeans,Apparel,1315,1
ORD780889,2025-12-15,West,P012,Engine Oil,Automotive,747,5
ORD780890,2025-03-26,South,P015,Other Product,Others,598,2
ORD780891,2025-08-05,West,P001,Laptop,Electronics,998,8
ORD780892,2025-02-26,North,P001,Laptop,Electronics,986,2
ORD780893,2025-05-03,South,P004,Monitor,Electronics,348,3
ORD780894,2025-11-23,South,P014,Shampoo,Health & Beauty,1750,5
ORD780895,2025-12-28,West,P009,Sofa,Home & Living,838,7
ORD780896,2025-12-20,North,P001,Laptop,Electronics,2072,3
ORD780897,2025-07-24,North,P008,Jacket,Apparel,896,6
ORD780898,2025-09-01,East,P001,Laptop,Electronics,1715,2
ORD780899,2025-08-13,East,P006,T-Shirt,Apparel,2096,4
ORD780900,2025-10-21,South,P007,Jeans,Apparel,2045,8
ORD780901,2025-08-14,South,P004,Monitor,Electronics,1375,4
ORD780902,2025-02-08,South,P007,Jeans,Apparel,810,1
ORD780903,2025-10-07,West,P007,Jeans,Apparel,1990,3
ORD780904,2025-02-27,South,P015,Other Product,Others,1215,9
ORD780905,2025-10-20,North,P013,Face Cream,Health & Beauty,915,5
ORD780906,2025-04-18,South,P011,Car Seat,Automotive,146,1
ORD780907,2025-05-24,West,P010,Dining Table,Home & Living,2472,6
ORD780908,2025-08-09,West,P014,Shampoo,Health & Beauty,2274,1
ORD780909,2025-03-27,West,P014,Shampoo,Health & Beauty,2344,6
ORD780910,2025-11-04,West,P005,Keyboard,Electronics,2212,2
ORD780911,2025-01-03,West,P007,Jeans,Apparel,489,1
ORD780912,2025-01-09,North,P009,Sofa,Home & Living,658,3
ORD780913,2025-07-25,North,P012,Engine Oil,Automotive,315,5
ORD780914,2025-06-29,South,P006,T-Shirt,Apparel,948,1
ORD780915,2025-04-08,East,P014,Shampoo,Health & Beauty,580,6
ORD780916,2025-03-04,South,P003,Headphones,Electronics,513,4
ORD780917,2025-06-24,East,P015,Other Product,Others,496,1
ORD780918,2025-01-19,North,P010,Dining Table,Home & Living,1416,3
ORD780919,2025-05-18,North,P013,Face Cream,Health & Beauty,1083,9
ORD780920,2025-06-24,West,P002,Smartphone,Electronics,774,2
ORD780921,2025-09-02,South,P006,T-Shirt,Apparel,1728,7
ORD780922,2025-02-27,West,P014,Shampoo,Health & Beauty,475,8
ORD780923,2025-07-26,East,P008,Jacket,Apparel,2029,1
ORD780924,2025-03-24,South,P008,Jacket,Apparel,1603,7
ORD780925,2025-12-11,West,P007,Jeans,Apparel,2402,2
ORD780926,2025-05-30,South,P010,Dining Table,Home & Living,242,8
ORD780927,2025-05-02,South,P010,Dining Table,Home & Living,2279,4
ORD780928,2025-12-20,South,P014,Shampoo,Health & Beauty,1587,5
ORD780929,2025-12-05,East,P008,Jacket,Apparel,250,6
ORD780930,2025-06-24,West,P002,Smartphone,Electronics,550,8
ORD780931,2025-05-08,West,P013,Face Cream,Health & Beauty,1598,6
ORD780932,2025-10-14,North,P009,Sofa,Home & Living,871,7
ORD780933,2025-12-15,West,P010,Dining Table,Home & Living,882,5
ORD780934,2025-01-15,South,P001,Laptop,Electronics,2213,3
ORD780935,2025-02-21,East,P013,Face Cream,Health & Beauty,107,2
ORD780936,2025-09-04,West,P007,Jeans,Apparel,1986,6
ORD780937,2025-07-08,West,P006,T-Shirt,Apparel,1736,7
ORD780938,2025-05-20,East,P011,Car Seat,Automotive,1008,4
ORD780939,2025-03-11,North,P001,Laptop,Electronics,1763,6
ORD780940,2025-04-30,West,P011,Car Seat,Automotive,1000,1
ORD780941,2025-04-11,North,P005,Keyboard,Electronics,735,1
ORD780942,2025-04-07,South,P003,Headphones,Electronics,519,6
ORD780943,2025-09-21,South,P010,Dining Table,Home & Living,2100,3
ORD780944,2025-01-09,South,P007,Jeans,Apparel,784,8
ORD780945,2025-09-08,South,P006,T-Shirt,Apparel,2009,6
ORD780946,2025-04-12,South,P013,Face Cream,Health & Beauty,1451,8
ORD780947,2025-11-08,North,P011,Car Seat,Automotive,960,1
ORD780948,2025-07-12,West,P003,Headphones,Electronics,714,3
ORD780949,2025-12-16,East,P011,Car Seat,Automotive,2309,2
ORD780950,2025-02-16,West,P014,Shampoo,Health & Beauty,883,8
ORD780951,2025-04-25,North,P011,Car Seat,Automotive,213,2
ORD780952,2025-04-14,East,P002,Smartphone,Electronics,1252,3
ORD780953,2025-02-16,West,P005,Keyboard,Electronics,1053,7
ORD780954,2025-02-20,East,P005,Keyboard,Electronics,1421,7
ORD780955,2025-08-02,North,P005,Keyboard,Electronics,607,4
ORD780956,2025-03-24,West,P009,Sofa,Home & Living,968,9
ORD780957,2025-03-22,North,P002,Smartphone,Electronics,1698,2
ORD780958,2025-04-03,West,P014,Shampoo,Health & Beauty,2326,1
ORD780959,2025-08-06,North,P010,Dining Table,Home & Living,2217,6
ORD780960,2025-01-05,North,P014,Shampoo,Health & Beauty,1169,5
ORD780961,2025-03-01,West,P008,Jacket,Apparel,871,9
ORD780962,2025-09-16,South,P015,Other Product,Others,966,7
ORD780963,2025-03-07,South,P010,Dining Table,Home & Living,508,9
ORD780964,2025-01-09,East,P010,Dining Table,Home & Living,2051,2
ORD780965,2025-01-01,South,P002,Smartphone,Electronics,2482,4
ORD780966,2025-05-29,West,P006,T-Shirt,Apparel,1086,2
ORD780967,2025-10-28,West,P008,Jacket,Apparel,872,2
