Shipment_ID,Order_ID,Product,Destination,Status,Ship_Date,Delivery_Date
SHP122122,ORD780122,Engine Oil,North,Delivered,2025-11-18,2025-11-22
SHP122123,ORD780123,Keyboard,West,Delivered,2025-03-16,2025-03-19
SHP122124,ORD780124,Sofa,South,Delivered,2025-07-06,2025-07-09
SHP122125,ORD780125,Jeans,South,Delivered,2025-03-14,2025-03-19
SHP122126,ORD780126,Face Cream,North,Delivered,2025-02-05,2025-02-08
SHP122127,ORD780127,Sofa,East,Delivered,2025-07-01,2025-07-05
SHP122128,ORD780128,Shampoo,West,Delivered,2025-09-23,2025-09-28
SHP122129,ORD780129,Keyboard,South,Delivered,2025-10-31,2025-11-08
SHP122130,ORD780130,Engine Oil,North,Delivered,2025-02-23,2025-03-01
SHP122131,ORD780131,Face Cream,South,Delivered,2025-12-29,2026-01-01
SHP122132,ORD780132,Engine Oil,West,Delivered,2025-01-29,2025-02-03
SHP122133,ORD780133,Jeans,West,Delivered,2025-05-23,2025-05-30
SHP122134,ORD780134,Shampoo,East,Delivered,2025-04-10,2025-04-15
SHP122135,ORD780135,Face Cream,South,Delayed,2025-07-10,2025-07-17
SHP122136,ORD780136,Jacket,West,Delivered,2025-11-17,2025-11-21
SHP122137,ORD780137,Car Seat,South,Delivered,2025-09-03,2025-09-08
SHP122138,ORD780138,Face Cream,North,Delayed,2025-08-30,2025-09-01
SHP122139,ORD780139,Keyboard,West,Delivered,2025-02-02,2025-02-10
SHP122140,ORD780140,Headphones,North,Delivered,2025-03-13,2025-03-18
SHP122141,ORD780141,T-Shirt,South,Delivered,2025-08-03,2025-08-05
SHP122142,ORD780142,Other Product,North,Delivered,2025-05-28,2025-05-31
SHP122143,ORD780143,Dining Table,East,Delivered,2025-04-23,2025-04-26
SHP122144,ORD780144,Car Seat,South,Delivered,2025-03-23,2025-03-25
SHP122145,ORD780145,Jacket,East,Delivered,2025-08-24,2025-08-28
SHP122146,ORD780146,T-Shirt,South,In Transit,2025-11-24,2025-11-27
SHP122147,ORD780147,Sofa,North,Delivered,2025-06-06,2025-06-09
SHP122148,ORD780148,Monitor,East,Delivered,2025-09-03,2025-09-05
SHP122149,ORD780149,Shampoo,East,Delivered,2025-04-23,2025-04-30
SHP122150,ORD780150,Engine Oil,North,Delivered,2025-06-07,2025-06-15
SHP122151,ORD780151,Headphones,East,Delivered,2025-08-21,2025-08-29
SHP122152,ORD780152,Headphones,West,Delivered,2025-05-28,2025-05-31
SHP122153,ORD780153,Engine Oil,South,Delivered,2025-12-25,2025-12-31
SHP122154,ORD780154,Car Seat,North,Delivered,2025-03-16,2025-03-19
SHP122155,ORD780155,Keyboard,East,Delivered,2025-07-16,2025-07-20
SHP122156,ORD780156,Jacket,West,Delivered,2025-06-24,2025-06-28
SHP122157,ORD780157,Face Cream,East,Delivered,2025-12-26,2025-12-29
SHP122158,ORD780158,Engine Oil,West,Delivered,2025-11-25,2025-11-29
SHP122159,ORD780159,Engine Oil,East,Delivered,2025-01-16,2025-01-18
SHP122160,ORD780160,Laptop,East,Delivered,2025-06-10,2025-06-13
SHP122161,ORD780161,Monitor,South,Delivered,2025-10-28,2025-11-04
SHP122162,ORD780162,Other Product,South,Delivered,2025-10-02,2025-10-07
SHP122163,ORD780163,Dining Table,East,Delivered,2025-05-27,2025-05-31
SHP122164,ORD780164,Dining Table,West,Delivered,2025-02-15,2025-02-19
SHP122165,ORD780165,Engine Oil,North,Delivered,2025-10-08,2025-10-12
SHP122166,ORD780166,Car Seat,East,Delivered,2025-02-07,2025-02-11
SHP122167,ORD780167,Keyboard,North,Delivered,2025-12-23,2025-12-27
SHP122168,ORD780168,Other Product,South,Delayed,2025-11-12,2025-11-17
SHP122169,ORD780169,Jeans,West,In Transit,2025-05-01,2025-05-05
SHP122170,ORD780170,Headphones,South,Delivered,2025-12-11,2025-12-13
SHP122171,ORD780171,Keyboard,North,Delivered,2025-07-29,2025-08-01
SHP122172,ORD780172,Monitor,West,Delivered,2025-05-22,2025-05-27
SHP122173,ORD780173,Shampoo,East,Delivered,2025-09-14,2025-09-20
SHP122174,ORD780174,Keyboard,East,Delivered,2025-08-03,2025-08-08
SHP122175,ORD780175,Face Cream,North,Delivered,2025-01-14,2025-01-16
SHP122176,ORD780176,Other Product,South,Delivered,2025-11-02,2025-11-05
SHP122177,ORD780177,Keyboard,North,Delivered,2025-09-04,2025-09-08
SHP122178,ORD780178,Engine Oil,North,Delivered,2025-12-25,2026-01-02
SHP122179,ORD780179,Keyboard,South,Delivered,2025-04-20,2025-04-27
SHP122180,ORD780180,Car Seat,West,Delivered,2025-12-21,2025-12-26
SHP122181,ORD780181,Engine Oil,West,Delivered,2025-04-11,2025-04-17
SHP122182,ORD780182,Jeans,West,Delivered,2025-07-03,2025-07-08
SHP122183,ORD780183,Jacket,West,Delivered,2025-11-12,2025-11-20
SHP122184,ORD780184,T-Shirt,North,Delivered,2025-11-03,2025-11-10
SHP122185,ORD780185,Car Seat,West,Delivered,2025-09-22,2025-09-25
SHP122186,ORD780186,Dining Table,East,Delivered,2025-09-10,2025-09-13
SHP122187,ORD780187,Headphones,East,Delivered,2025-12-25,2025-12-30
SHP122188,ORD780188,Face Cream,South,Delivered,2025-10-23,2025-10-26
SHP122189,ORD780189,T-Shirt,West,Delivered,2025-01-27,2025-01-31
SHP122190,ORD780190,Jacket,East,Delivered,2025-10-08,2025-10-14
SHP122191,ORD780191,Other Product,North,Delivered,2025-01-22,2025-01-24
SHP122192,ORD780192,Dining Table,East,Delivered,2025-11-13,2025-11-17
SHP122193,ORD780193,Engine Oil,East,Delivered,2025-06-02,2025-06-08
SHP122194,ORD780194,Dining Table,East,Delivered,2025-06-06,2025-06-12
SHP122195,ORD780195,Jeans,North,In Transit,2025-09-14,2025-09-20
SHP122196,ORD780196,Face Cream,South,Delivered,2025-02-28,2025-03-04
SHP122197,ORD780197,Monitor,North,Delivered,2025-08-17,2025-08-22
SHP122198,ORD780198,Jeans,West,Delivered,2025-02-22,2025-02-25
SHP122199,ORD780199,Other Product,South,Delivered,2025-10-24,2025-10-30
SHP122200,ORD780200,Jacket,West,Delivered,2025-03-27,2025-03-31
SHP122201,ORD780201,Engine Oil,East,Delivered,2025-10-10,2025-10-16
SHP122202,ORD780202,Jacket,West,Delivered,2025-05-15,2025-05-19
SHP122203,ORD780203,Headphones,North,Delivered,2025-04-14,2025-04-19
SHP122204,ORD780204,Other Product,South,Delayed,2025-11-15,2025-11-22
SHP122205,ORD780205,T-Shirt,South,Delivered,2025-02-10,2025-02-12
SHP122206,ORD780206,Headphones,East,Delivered,2025-08-24,2025-08-26
SHP122207,ORD780207,Other Product,West,Delivered,2025-07-27,2025-08-01
SHP122208,ORD780208,Jeans,South,Delivered,2025-02-18,2025-02-23
SHP122209,ORD780209,T-Shirt,North,Delivered,2025-07-13,2025-07-16
SHP122210,ORD780210,Laptop,South,Delivered,2025-09-30,2025-10-04
SHP122211,ORD780211,Sofa,West,Delivered,2025-07-16,2025-07-21
SHP122212,ORD780212,Jacket,South,Delivered,2025-03-24,2025-03-29
SHP122213,ORD780213,Shampoo,East,Delivered,2025-09-08,2025-09-11
SHP122214,ORD780214,Jeans,South,Delivered,2025-01-26,2025-01-30
SHP122215,ORD780215,Dining Table,West,Delivered,2025-02-06,2025-02-09
SHP122216,ORD780216,Keyboard,North,Delivered,2025-02-26,2025-02-28
SHP122217,ORD780217,Sofa,South,Delivered,2025-10-01,2025-10-06
SHP122218,ORD780218,Monitor,North,Delivered,2025-04-30,2025-05-07
SHP122219,ORD780219,Monitor,North,Delivered,2025-01-03,2025-01-09
SHP122220,ORD780220,Laptop,East,Delivered,2025-11-18,2025-11-23
SHP122221,ORD780221,T-Shirt,South,Delivered,2025-11-05,2025-11-09
SHP122222,ORD780222,Dining Table,East,In Transit,2025-07-01,2025-07-06
SHP122223,ORD780223,Smartphone,West,Delivered,2025-06-20,2025-06-22
SHP122224,ORD780224,Jeans,South,Delivered,2025-02-03,2025-02-07
SHP122225,ORD780225,Monitor,East,Delivered,2025-05-09,2025-05-13
SHP122226,ORD780226,T-Shirt,North,Delivered,2025-03-01,2025-03-05
SHP122227,ORD780227,Jeans,South,Delivered,2025-01-13,2025-01-17
SHP122228,ORD780228,Laptop,West,Delivered,2025-08-11,2025-08-17
SHP122229,ORD780229,Jacket,South,Delivered,2025-07-25,2025-07-28
SHP122230,ORD780230,T-Shirt,South,Delivered,2025-09-13,2025-09-21
SHP122231,ORD780231,Sofa,West,In Transit,2025-10-29,2025-11-02
SHP122232,ORD780232,Laptop,West,Delivered,2025-12-29,2026-01-01
SHP122233,ORD780233,Engine Oil,West,Delivered,2025-03-09,2025-03-14
SHP122234,ORD780234,Car Seat,North,Delivered,2025-12-12,2025-12-17
SHP122235,ORD780235,Laptop,South,Delivered,2025-06-14,2025-06-22
SHP122236,ORD780236,Car Seat,North,Delivered,2025-06-23,2025-06-25
SHP122237,ORD780237,Other Product,West,Delivered,2025-09-23,2025-09-27
SHP122238,ORD780238,Other Product,South,Delivered,2025-08-11,2025-08-15
SHP122239,ORD780239,Shampoo,East,In Transit,2025-08-17,2025-08-25
SHP122240,ORD780240,Other Product,West,Delivered,2025-01-19,2025-01-21
SHP122241,ORD780241,Laptop,South,Delayed,2025-01-22,2025-01-24
SHP122242,ORD780242,Car Seat,North,Delivered,2025-12-13,2025-12-20
SHP122243,ORD780243,Jacket,West,Delivered,2025-04-09,2025-04-14
SHP122244,ORD780244,Laptop,South,Delivered,2025-06-28,2025-07-01
SHP122245,ORD780245,T-Shirt,North,Delivered,2025-05-12,2025-05-18
SHP122246,ORD780246,Shampoo,East,Delivered,2025-03-23,2025-03-28
SHP122247,ORD780247,Keyboard,North,Delivered,2025-08-27,2025-08-31
SHP122248,ORD780248,Car Seat,North,Delivered,2025-04-29,2025-05-05
SHP122249,ORD780249,Shampoo,South,Delivered,2025-12-20,2025-12-27
SHP122250,ORD780250,Face Cream,South,In Transit,2025-05-19,2025-05-24
SHP122251,ORD780251,Headphones,South,Delivered,2025-08-13,2025-08-18
SHP122252,ORD780252,Car Seat,East,Delivered,2025-03-31,2025-04-03
SHP122253,ORD780253,Other Product,North,Delivered,2025-12-10,2025-12-12
SHP122254,ORD780254,Monitor,North,Delivered,2025-12-10,2025-12-14
SHP122255,ORD780255,Jeans,West,Delivered,2025-12-13,2025-12-19
SHP122256,ORD780256,Keyboard,West,Delivered,2025-09-20,2025-09-26
SHP122257,ORD780257,Jacket,North,Delivered,2025-08-13,2025-08-18
SHP122258,ORD780258,Face Cream,South,Delivered,2025-12-01,2025-12-03
SHP122259,ORD780259,Laptop,North,Delivered,2025-11-19,2025-11-23
SHP122260,ORD780260,Smartphone,North,Delivered,2025-04-23,2025-04-30
SHP122261,ORD780261,Jacket,East,Delivered,2025-01-29,2025-02-04
SHP122262,ORD780262,Monitor,West,Delivered,2025-04-13,2025-04-16
SHP122263,ORD780263,Shampoo,North,Delivered,2025-03-15,2025-03-17
SHP122264,ORD780264,Car Seat,North,Delivered,2025-10-01,2025-10-07
SHP122265,ORD780265,T-Shirt,North,Delivered,2025-03-25,2025-04-01
SHP122266,ORD780266,T-Shirt,West,Delivered,2025-10-14,2025-10-20
SHP122267,ORD780267,Jacket,South,Delivered,2025-07-19,2025-07-24
SHP122268,ORD780268,Headphones,West,Delivered,2025-11-15,2025-11-22
SHP122269,ORD780269,Jacket,East,Delivered,2025-04-22,2025-04-24
SHP122270,ORD780270,Dining Table,West,Delivered,2025-05-23,2025-05-27
SHP122271,ORD780271,T-Shirt,South,Delivered,2025-10-26,2025-10-31
SHP122272,ORD780272,Sofa,West,Delayed,2025-12-10,2025-12-14
SHP122273,ORD780273,Laptop,East,Delivered,2025-09-07,2025-09-15
SHP122274,ORD780274,T-Shirt,North,Delivered,2025-04-13,2025-04-17
SHP122275,ORD780275,Jeans,West,Delivered,2025-03-10,2025-03-18
SHP122276,ORD780276,T-Shirt,North,Delivered,2025-10-05,2025-10-09
SHP122277,ORD780277,Car Seat,North,Delivered,2025-11-21,2025-11-24
SHP122278,ORD780278,Monitor,East,Delivered,2025-08-01,2025-08-05
SHP122279,ORD780279,T-Shirt,South,Delivered,2025-04-26,2025-05-02
SHP122280,ORD780280,Sofa,West,Delivered,2025-03-15,2025-03-21
SHP122281,ORD780281,Sofa,West,Delivered,2025-09-12,2025-09-19
SHP122282,ORD780282,Other Product,North,Delivered,2025-05-22,2025-05-27
SHP122283,ORD780283,Smartphone,East,Delivered,2025-09-17,2025-09-22
SHP122284,ORD780284,Engine Oil,West,Delivered,2025-11-05,2025-11-08
SHP122285,ORD780285,Dining Table,North,Delivered,2025-08-30,2025-09-05
SHP122286,ORD780286,T-Shirt,South,Delivered,2025-08-24,2025-08-26
SHP122287,ORD780287,Jeans,South,Delivered,2025-11-12,2025-11-15
SHP122288,ORD780288,Jacket,East,Delivered,2025-09-12,2025-09-20
SHP122289,ORD780289,Smartphone,North,Delivered,2025-02-09,2025-02-11
SHP122290,ORD780290,Smartphone,East,Delivered,2025-02-24,2025-02-26
SHP122291,ORD780291,Face Cream,East,Delivered,2025-04-14,2025-04-16
SHP122292,ORD780292,Car Seat,South,Delivered,2025-01-13,2025-01-16
SHP122293,ORD780293,Sofa,South,Delivered,2025-02-22,2025-02-25
SHP122294,ORD780294,Dining Table,South,Delivered,2025-07-19,2025-07-23
SHP122295,ORD780295,Other Product,South,Delivered,2025-06-19,2025-06-26
SHP122296,ORD780296,Keyboard,West,Delivered,2025-08-15,2025-08-19
SHP122297,ORD780297,Jeans,West,Delivered,2025-03-20,2025-03-28
SHP122298,ORD780298,Headphones,North,Delivered,2025-07-18,2025-07-24
SHP122299,ORD780299,Jacket,North,Delivered,2025-01-05,2025-01-09
SHP122300,ORD780300,Sofa,North,Delivered,2025-12-05,2025-12-09
SHP122301,ORD780301,Smartphone,West,Delivered,2025-11-07,2025-11-10
SHP122302,ORD780302,Keyboard,South,Delivered,2025-12-24,2025-12-29
SHP122303,ORD780303,Sofa,North,Delivered,2025-04-04,2025-04-09
SHP122304,ORD780304,Face Cream,North,Delivered,2025-01-06,2025-01-08
SHP122305,ORD780305,Laptop,North,Delivered,2025-05-20,2025-05-25
SHP122306,ORD780306,Engine Oil,South,Delivered,2025-04-12,2025-04-16
SHP122307,ORD780307,Other Product,East,Delivered,2025-07-14,2025-07-18
SHP122308,ORD780308,Jeans,North,Delivered,2025-02-16,2025-02-20
SHP122309,ORD780309,T-Shirt,North,Delivered,2025-01-24,2025-01-30
SHP122310,ORD780310,Laptop,North,Delivered,2025-03-14,2025-03-20
SHP122311,ORD780311,Dining Table,East,Delivered,2025-08-03,2025-08-07
SHP122312,ORD780312,Smartphone,North,Delivered,2025-10-24,2025-10-28
SHP122313,ORD780313,Smartphone,West,Delivered,2025-05-21,2025-05-25
SHP122314,ORD780314,Face Cream,North,Delivered,2025-03-26,2025-03-31
SHP122315,ORD780315,Car Seat,South,Delivered,2025-08-22,2025-08-29
SHP122316,ORD780316,Jacket,North,Delivered,2025-03-25,2025-03-29
SHP122317,ORD780317,Monitor,East,Delivered,2025-03-30,2025-04-02
SHP122318,ORD780318,Shampoo,North,Delivered,2025-08-08,2025-08-15
SHP122319,ORD780319,Dining Table,North,Delivered,2025-12-19,2025-12-22
SHP122320,ORD780320,Monitor,South,Delivered,2025-03-19,2025-03-23
SHP122321,ORD780321,Shampoo,North,Delivered,2025-11-06,2025-11-13
SHP122322,ORD780322,Face Cream,South,Delivered,2025-02-15,2025-02-20
SHP122323,ORD780323,Face Cream,West,Delivered,2025-03-11,2025-03-14
SHP122324,ORD780324,Dining Table,North,Delivered,2025-03-21,2025-03-26
SHP122325,ORD780325,Jacket,North,In Transit,2025-11-14,2025-11-19
SHP122326,ORD780326,T-Shirt,West,Delivered,2025-03-25,2025-03-27
SHP122327,ORD780327,Jacket,West,Delivered,2025-12-18,2025-12-23
SHP122328,ORD780328,Shampoo,North,Delivered,2025-03-19,2025-03-24
SHP122329,ORD780329,Shampoo,West,Delivered,2025-11-07,2025-11-10
SHP122330,ORD780330,Dining Table,South,Delivered,2025-01-23,2025-01-31
SHP122331,ORD780331,T-Shirt,South,Delivered,2025-01-10,2025-01-17
SHP122332,ORD780332,Sofa,South,Delivered,2025-06-02,2025-06-07
SHP122333,ORD780333,Sofa,West,Delivered,2025-11-22,2025-11-27
SHP122334,ORD780334,Monitor,West,Delivered,2025-11-22,2025-11-28
SHP122335,ORD780335,Monitor,West,Delivered,2025-03-29,2025-04-03
SHP122336,ORD780336,Sofa,East,Delivered,2025-06-09,2025-06-17
SHP122337,ORD780337,Monitor,South,Delivered,2025-06-30,2025-07-05
SHP122338,ORD780338,Laptop,West,Delivered,2025-08-13,2025-08-17
SHP122339,ORD780339,Smartphone,South,Delivered,2025-02-04,2025-02-06
SHP122340,ORD780340,T-Shirt,South,Delivered,2025-06-21,2025-06-24
SHP122341,ORD780341,Headphones,North,Delayed,2025-09-29,2025-10-01
SHP122342,ORD780342,Monitor,West,Delivered,2025-09-13,2025-09-15
SHP122343,ORD780343,Face Cream,South,Delivered,2025-06-30,2025-07-03
SHP122344,ORD780344,Smartphone,South,Delivered,2025-07-21,2025-07-28
SHP122345,ORD780345,Smartphone,West,Delivered,2025-01-19,2025-01-24
SHP122346,ORD780346,Headphones,North,Delivered,2025-05-08,2025-05-11
SHP122347,ORD780347,Laptop,South,Delivered,2025-08-23,2025-08-28
SHP122348,ORD780348,Face Cream,East,Delayed,2025-12-23,2025-12-25
SHP122349,ORD780349,T-Shirt,South,Delivered,2025-07-23,2025-07-29
SHP122350,ORD780350,Jacket,South,Delivered,2025-12-26,2026-01-03
SHP122351,ORD780351,Monitor,South,Delivered,2025-05-06,2025-05-13
SHP122352,ORD780352,Sofa,South,In Transit,2025-11-25,2025-11-29
SHP122353,ORD780353,Engine Oil,East,In Transit,2025-04-26,2025-04-28
SHP122354,ORD780354,Jeans,West,Delivered,2025-10-20,2025-10-25
SHP122355,ORD780355,Face Cream,East,Delivered,2025-05-28,2025-06-01
SHP122356,ORD780356,Dining Table,East,Delivered,2025-10-06,2025-10-09
SHP122357,ORD780357,Engine Oil,North,Delivered,2025-04-04,2025-04-07
SHP122358,ORD780358,Shampoo,East,Delivered,2025-11-12,2025-11-15
SHP122359,ORD780359,Laptop,West,Delivered,2025-08-07,2025-08-15
SHP122360,ORD780360,Jeans,East,Delivered,2025-04-04,2025-04-08
SHP122361,ORD780361,Shampoo,South,Delivered,2025-05-09,2025-05-12
SHP122362,ORD780362,Jacket,West,Delivered,2025-07-10,2025-07-14
SHP122363,ORD780363,Jeans,West,Delivered,2025-07-11,2025-07-19
SHP122364,ORD780364,T-Shirt,East,Delivered,2025-07-08,2025-07-16
SHP122365,ORD780365,Monitor,North,Delivered,2025-07-04,2025-07-08
SHP122366,ORD780366,Engine Oil,South,Delivered,2025-06-10,2025-06-15
SHP122367,ORD780367,Engine Oil,North,Delivered,2025-05-22,2025-05-30
SHP122368,ORD780368,Dining Table,East,Delivered,2025-05-10,2025-05-12
SHP122369,ORD780369,Keyboard,West,Delivered,2025-01-05,2025-01-10
SHP122370,ORD780370,Monitor,North,Delivered,2025-03-11,2025-03-16
SHP122371,ORD780371,Other Product,South,Delivered,2025-01-19,2025-01-24
SHP122372,ORD780372,Car Seat,East,Delivered,2025-08-18,2025-08-21
SHP122373,ORD780373,Laptop,North,Delayed,2025-03-16,2025-03-18
SHP122374,ORD780374,Face Cream,South,Delivered,2025-03-22,2025-03-29
SHP122375,ORD780375,Jeans,West,Delivered,2025-06-11,2025-06-13
SHP122376,ORD780376,Jacket,North,Delivered,2025-02-01,2025-02-03
SHP122377,ORD780377,Jacket,West,Delivered,2025-02-14,2025-02-19
SHP122378,ORD780378,Jeans,West,Delivered,2025-12-05,2025-12-07
SHP122379,ORD780379,Keyboard,North,Delivered,2025-03-24,2025-03-27
SHP122380,ORD780380,Jacket,East,Delivered,2025-11-21,2025-11-25
SHP122381,ORD780381,Sofa,South,Delivered,2025-07-29,2025-08-01
SHP122382,ORD780382,Face Cream,East,Delivered,2025-04-06,2025-04-14
SHP122383,ORD780383,Sofa,West,Delivered,2025-04-13,2025-04-18
SHP122384,ORD780384,Face Cream,East,Delivered,2025-04-20,2025-04-28
SHP122385,ORD780385,Dining Table,South,Delivered,2025-11-21,2025-11-25
SHP122386,ORD780386,T-Shirt,East,Delivered,2025-10-15,2025-10-23
SHP122387,ORD780387,Smartphone,East,Delivered,2025-02-10,2025-02-13
SHP122388,ORD780388,Smartphone,East,Delivered,2025-03-14,2025-03-17
SHP122389,ORD780389,Jeans,South,Delayed,2025-07-17,2025-07-24
SHP122390,ORD780390,Face Cream,North,Delivered,2025-10-05,2025-10-10
SHP122391,ORD780391,Jacket,South,Delivered,2025-05-24,2025-05-26
SHP122392,ORD780392,Other Product,East,Delivered,2025-09-27,2025-09-30
SHP122393,ORD780393,Sofa,North,Delivered,2025-04-08,2025-04-12
SHP122394,ORD780394,Monitor,South,Delivered,2025-12-30,2026-01-06
SHP122395,ORD780395,Sofa,West,In Transit,2025-03-10,2025-03-14
SHP122396,ORD780396,Other Product,West,Delivered,2025-07-08,2025-07-12
SHP122397,ORD780397,Headphones,West,Delivered,2025-03-15,2025-03-20
SHP122398,ORD780398,Monitor,North,Delivered,2025-06-01,2025-06-08
SHP122399,ORD780399,Headphones,East,Delivered,2025-05-12,2025-05-14
SHP122400,ORD780400,Monitor,East,Delivered,2025-01-24,2025-01-28
SHP122401,ORD780401,Headphones,West,Delivered,2025-07-09,2025-07-13
SHP122402,ORD780402,Laptop,South,Delivered,2025-08-20,2025-08-24
SHP122403,ORD780403,Face Cream,North,Delivered,2025-03-17,2025-03-22
SHP122404,ORD780404,Engine Oil,West,Delivered,2025-06-01,2025-06-05
SHP122405,ORD780405,Headphones,West,Delivered,2025-02-04,2025-02-08
SHP122406,ORD780406,Keyboard,East,Delayed,2025-09-21,2025-09-27
SHP122407,ORD780407,T-Shirt,East,Delivered,2025-11-15,2025-11-20
SHP122408,ORD780408,Sofa,East,Delivered,2025-12-11,2025-12-16
SHP122409,ORD780409,Smartphone,East,Delivered,2025-01-11,2025-01-14
SHP122410,ORD780410,Headphones,East,Delivered,2025-10-16,2025-10-20
SHP122411,ORD780411,Smartphone,South,Delivered,2025-04-12,2025-04-15
SHP122412,ORD780412,Monitor,North,Delivered,2025-09-10,2025-09-14
SHP122413,ORD780413,Laptop,South,Delivered,2025-08-19,2025-08-25
SHP122414,ORD780414,Dining Table,South,Delivered,2025-10-20,2025-10-23
SHP122415,ORD780415,Jeans,South,Delivered,2025-04-01,2025-04-07
SHP122416,ORD780416,T-Shirt,East,Delivered,2025-07-15,2025-07-19
SHP122417,ORD780417,Dining Table,East,Delivered,2025-01-10,2025-01-15
SHP122418,ORD780418,Jeans,West,Delivered,2025-07-26,2025-07-30
SHP122419,ORD780419,Monitor,West,Delivered,2025-07-06,2025-07-11
SHP122420,ORD780420,Laptop,South,Delivered,2025-07-19,2025-07-22
SHP122421,ORD780421,T-Shirt,North,Delivered,2025-10-16,2025-10-21
SHP122422,ORD780422,Monitor,West,Delivered,2025-11-23,2025-11-26
SHP122423,ORD780423,Keyboard,North,In Transit,2025-09-27,2025-09-30
SHP122424,ORD780424,Face Cream,East,Delivered,2025-06-28,2025-07-01
SHP122425,ORD780425,Other Product,North,Delivered,2025-11-18,2025-11-20
SHP122426,ORD780426,Dining Table,West,Delivered,2025-03-21,2025-03-26
SHP122427,ORD780427,Engine Oil,North,Delivered,2025-01-24,2025-01-28
SHP122428,ORD780428,Headphones,East,Delivered,2025-09-23,2025-09-30
SHP122429,ORD780429,Face Cream,South,Delivered,2025-05-27,2025-06-04
SHP122430,ORD780430,Face Cream,East,Delivered,2025-03-18,2025-03-23
SHP122431,ORD780431,Headphones,East,Delivered,2025-04-15,2025-04-21
SHP122432,ORD780432,Shampoo,East,Delivered,2025-11-16,2025-11-21
SHP122433,ORD780433,Sofa,West,Delivered,2025-08-14,2025-08-19
SHP122434,ORD780434,Headphones,East,Delivered,2025-01-18,2025-01-25
SHP122435,ORD780435,Dining Table,South,Delayed,2025-09-29,2025-10-06
SHP122436,ORD780436,Engine Oil,South,Delivered,2025-12-15,2025-12-20
SHP122437,ORD780437,Headphones,East,Delivered,2025-12-05,2025-12-08
SHP122438,ORD780438,Dining Table,South,Delivered,2025-04-04,2025-04-11
SHP122439,ORD780439,Keyboard,West,Delivered,2025-12-04,2025-12-09
SHP122440,ORD780440,Face Cream,West,Delivered,2025-01-08,2025-01-12
SHP122441,ORD780441,Laptop,North,Delivered,2025-05-16,2025-05-19
SHP122442,ORD780442,Jeans,North,Delivered,2025-04-22,2025-04-26
SHP122443,ORD780443,Jeans,East,Delivered,2025-01-18,2025-01-24
SHP122444,ORD780444,Dining Table,West,Delivered,2025-12-27,2025-12-29
SHP122445,ORD780445,Jacket,East,Delivered,2025-03-03,2025-03-08
SHP122446,ORD780446,Smartphone,East,Delivered,2025-08-28,2025-08-31
SHP122447,ORD780447,Engine Oil,East,Delivered,2025-02-22,2025-02-24
SHP122448,ORD780448,T-Shirt,East,Delivered,2025-04-01,2025-04-06
SHP122449,ORD780449,Smartphone,North,Delivered,2025-05-03,2025-05-09
SHP122450,ORD780450,Sofa,North,Delivered,2025-12-03,2025-12-07
SHP122451,ORD780451,T-Shirt,East,Delivered,2025-10-16,2025-10-23
SHP122452,ORD780452,Jeans,East,Delivered,2025-08-17,2025-08-20
SHP122453,ORD780453,Sofa,East,Delivered,2025-12-11,2025-12-19
SHP122454,ORD780454,Jeans,West,Delivered,2025-03-19,2025-03-22
SHP122455,ORD780455,Face Cream,West,Delivered,2025-05-08,2025-05-12
SHP122456,ORD780456,Smartphone,West,In Transit,2025-11-05,2025-11-08
SHP122457,ORD780457,T-Shirt,West,Delivered,2025-08-15,2025-08-19
SHP122458,ORD780458,Keyboard,South,Delivered,2025-09-10,2025-09-15
SHP122459,ORD780459,Headphones,South,Delivered,2025-07-29,2025-08-05
SHP122460,ORD780460,Car Seat,North,Delivered,2025-05-10,2025-05-16
SHP122461,ORD780461,Jacket,South,Delivered,2025-11-28,2025-12-03
SHP122462,ORD780462,Car Seat,North,In Transit,2025-10-02,2025-10-05
SHP122463,ORD780463,Headphones,East,Delivered,2025-05-28,2025-06-01
SHP122464,ORD780464,Sofa,East,Delivered,2025-09-14,2025-09-18
SHP122465,ORD780465,Laptop,East,Delivered,2025-04-27,2025-05-02
SHP122466,ORD780466,Sofa,West,Delivered,2025-01-08,2025-01-13
SHP122467,ORD780467,Other Product,West,In Transit,2025-07-27,2025-08-03
SHP122468,ORD780468,Keyboard,South,Delivered,2025-07-15,2025-07-20
SHP122469,ORD780469,T-Shirt,West,Delivered,2025-05-30,2025-06-04
SHP122470,ORD780470,Smartphone,North,In Transit,2025-07-23,2025-07-27
SHP122471,ORD780471,Headphones,East,Delivered,2025-03-08,2025-03-11
SHP122472,ORD780472,Smartphone,West,Delivered,2025-05-10,2025-05-12
SHP122473,ORD780473,Car Seat,East,Delivered,2025-05-26,2025-06-01
SHP122474,ORD780474,Headphones,South,Delivered,2025-10-04,2025-10-10
SHP122475,ORD780475,Other Product,South,Delivered,2025-02-02,2025-02-07
SHP122476,ORD780476,T-Shirt,East,Delayed,2025-05-23,2025-05-26
SHP122477,ORD780477,Sofa,North,Delayed,2025-02-19,2025-02-23
SHP122478,ORD780478,Dining Table,West,Delivered,2025-09-17,2025-09-21
SHP122479,ORD780479,Car Seat,East,Delivered,2025-04-17,2025-04-23
SHP122480,ORD780480,Headphones,West,Delivered,2025-12-31,2026-01-03
SHP122481,ORD780481,Shampoo,West,In Transit,2025-12-09,2025-12-15
SHP122482,ORD780482,Engine Oil,North,Delivered,2025-04-06,2025-04-09
